store_id,date,amount_cash,y_pred,buffer,recommended_cash
STR_002,2024-01-07,773890.1,833197.634513062,154149.15438991785,987346.7889029798
STR_002,2024-01-08,477850.96,470505.7892186511,154149.15438991785,624654.943608569
STR_002,2024-01-09,426844.19,435172.3090300779,154149.15438991785,589321.4634199957
STR_002,2024-01-10,492087.81999999995,509119.74949364096,154149.15438991785,663268.9038835588
STR_002,2024-01-11,525194.13,538301.5707615277,154149.15438991785,692450.7251514456
STR_002,2024-01-12,520649.56,678975.074281539,154149.15438991785,833124.2286714568
STR_002,2024-01-13,927816.61,877295.4074821186,154149.15438991785,1031444.5618720364
STR_002,2024-01-14,875422.12,729805.2226947385,154149.15438991785,883954.3770846564
STR_002,2024-01-15,603422.04,557565.3074014996,154149.15438991785,711714.4617914174
STR_002,2024-01-16,408905.02,445209.97947521106,154149.15438991785,599359.133865129
STR_002,2024-01-17,415893.47,450386.0256439566,154149.15438991785,604535.1800338745
STR_002,2024-01-18,543959.5,533933.8473499161,154149.15438991785,688083.001739834
STR_002,2024-01-19,637162.0499999999,674229.8119589546,154149.15438991785,828378.9663488724
STR_002,2024-01-20,906668.43,785036.121526067,154149.15438991785,939185.2759159849
STR_002,2024-01-21,619048.5599999999,706146.8661064461,154149.15438991785,860296.020496364
STR_002,2024-01-22,400922.9,439782.27875920554,154149.15438991785,593931.4331491233
STR_002,2024-01-23,483913.0,477810.5037928933,154149.15438991785,631959.6581828112
STR_002,2024-01-24,341986.14,398027.7179616333,154149.15438991785,552176.8723515512
STR_002,2024-01-25,429729.54,455503.4935101799,154149.15438991785,609652.6479000978
STR_002,2024-01-26,520750.77,611270.3120719651,154149.15438991785,765419.4664618829
STR_002,2024-01-27,960413.6,860706.6999773993,154149.15438991785,1014855.8543673172
STR_002,2024-01-28,619386.0,660312.9139697842,154149.15438991785,814462.068359702
STR_002,2024-01-29,416453.08,376993.9478115867,154149.15438991785,531143.1022015046
STR_002,2024-01-30,449983.62,489793.01852837624,154149.15438991785,643942.1729182941
STR_002,2024-01-31,692629.97,633489.7133994395,154149.15438991785,787638.8677893573
STR_002,2024-02-01,408320.05000000005,492817.1674294417,154149.15438991785,646966.3218193596
STR_002,2024-02-02,679235.5700000001,676565.2600920562,154149.15438991785,830714.4144819741
STR_002,2024-02-03,895657.16,828250.7763172911,154149.15438991785,982399.9307072089
STR_002,2024-02-04,784057.65,661548.0871527969,154149.15438991785,815697.2415427148
STR_002,2024-02-05,291740.36,301508.6323575641,154149.15438991785,455657.78674748196
STR_002,2024-02-06,529215.6,465072.7374471139,154149.15438991785,619221.8918370318
STR_002,2024-02-07,437928.9,428769.73460695054,154149.15438991785,582918.8889968684
STR_002,2024-02-08,559916.75,575904.6419689847,154149.15438991785,730053.7963589026
STR_002,2024-02-09,556883.6799999999,617683.0888018999,154149.15438991785,771832.2431918178
STR_002,2024-02-10,910523.5599999999,826611.8121550011,154149.15438991785,980760.966544919
STR_002,2024-02-11,723351.6799999999,695335.1095925454,154149.15438991785,849484.2639824633
STR_002,2024-02-12,363258.71,382612.93310115655,154149.15438991785,536762.0874910743
STR_002,2024-02-13,317988.35,457652.94418491353,154149.15438991785,611802.0985748314
STR_002,2024-02-14,434472.87,461831.51651986584,154149.15438991785,615980.6709097837
STR_002,2024-02-15,573102.68,648649.9852588313,154149.15438991785,802799.1396487491
STR_002,2024-02-16,514853.11,580109.6618955297,154149.15438991785,734258.8162854476
STR_002,2024-02-17,967937.1,832162.998341686,154149.15438991785,986312.1527316038
STR_002,2024-02-18,721415.14,682341.7763616844,154149.15438991785,836490.9307516023
STR_002,2024-02-19,442355.1,381794.96869811416,154149.15438991785,535944.123088032
STR_002,2024-02-20,540445.53,455218.76049877977,154149.15438991785,609367.9148886977
STR_002,2024-02-21,518962.5,476728.63611743576,154149.15438991785,630877.7905073536
STR_002,2024-02-22,253245.13,518130.3225561953,154149.15438991785,672279.4769461132
STR_002,2024-02-23,619617.12,666158.65034314,154149.15438991785,820307.8047330579
STR_002,2024-02-24,766989.44,801527.7518289881,154149.15438991785,955676.9062189059
STR_002,2024-02-25,728751.28,648943.7068595607,154149.15438991785,803092.8612494785
STR_002,2024-02-26,465772.20999999996,417668.31011141493,154149.15438991785,571817.4645013327
STR_002,2024-02-27,435119.08999999997,491636.99266705796,154149.15438991785,645786.1470569759
STR_002,2024-02-28,496280.78,468092.8238342497,154149.15438991785,622241.9782241676
STR_002,2024-02-29,474623.77999999997,605556.5505163464,154149.15438991785,759705.7049062642
STR_003,2023-12-01,956355.1599999999,1036521.1787367432,193577.73467013042,1230098.9134068736
STR_003,2023-12-02,1486537.4100000001,1116270.7496259909,193577.73467013042,1309848.4842961212
STR_003,2023-12-03,1247823.88,1114614.5007412212,193577.73467013042,1308192.2354113515
STR_003,2023-12-04,763219.97,843964.9329558999,193577.73467013042,1037542.6676260303
STR_003,2023-12-05,962764.54,782525.1801924672,193577.73467013042,976102.9148625976
STR_003,2023-12-06,789215.0,784361.5289815121,193577.73467013042,977939.2636516425
STR_003,2023-12-07,771173.73,837785.3299605043,193577.73467013042,1031363.0646306347
STR_003,2023-12-08,873596.22,1071023.1654481324,193577.73467013042,1264600.900118263
STR_003,2023-12-09,1402713.15,1193372.028700002,193577.73467013042,1386949.7633701325
STR_003,2023-12-10,1173328.29,1126471.961278369,193577.73467013042,1320049.6959484993
STR_003,2023-12-11,944947.78,748273.1840745619,193577.73467013042,941850.9187446923
STR_003,2023-12-12,931125.95,1007812.6897458492,193577.73467013042,1201390.4244159795
STR_003,2023-12-13,799729.22,696582.868379086,193577.73467013042,890160.6030492164
STR_003,2023-12-14,793081.37,888616.8345272653,193577.73467013042,1082194.5691973958
STR_003,2023-12-15,1522685.92,1174595.4846463664,193577.73467013042,1368173.219316497
STR_003,2023-12-16,1688594.97,1268907.177887572,193577.73467013042,1462484.9125577025
STR_003,2023-12-17,1489656.96,1218240.955482694,193577.73467013042,1411818.6901528244
STR_003,2023-12-18,907350.4199999999,719354.6577073974,193577.73467013042,912932.3923775278
STR_003,2023-12-19,880841.4199999999,807741.8928543173,193577.73467013042,1001319.6275244477
STR_003,2023-12-20,979020.99,851756.2037410996,193577.73467013042,1045333.93841123
STR_003,2023-12-21,804790.4099999999,1007213.7515711121,193577.73467013042,1200791.4862412424
STR_003,2023-12-22,1038624.0700000001,1139589.5217443507,193577.73467013042,1333167.256414481
STR_003,2023-12-23,1637251.36,1171632.72025621,193577.73467013042,1365210.4549263404
STR_003,2023-12-24,4152634.47,1179770.0813226383,193577.73467013042,1373347.8159927689
STR_003,2023-12-25,1132690.48,1048205.2183424982,193577.73467013042,1241782.9530126285
STR_003,2023-12-26,855326.94,941488.5769894725,193577.73467013042,1135066.311659603
STR_003,2023-12-27,1108149.8,1103087.3481333542,193577.73467013042,1296665.0828034845
STR_003,2023-12-28,1085140.17,1084106.626606237,193577.73467013042,1277684.3612763672
STR_003,2023-12-29,1295249.52,1187621.9166758503,193577.73467013042,1381199.6513459808
STR_003,2023-12-30,1612444.57,1268907.177887572,193577.73467013042,1462484.9125577025
STR_003,2023-12-31,2807812.95,1363749.424938919,193577.73467013042,1557327.1596090496
STR_003,2024-01-01,169322.79,242608.82173579044,193577.73467013042,436186.5564059209
STR_003,2024-01-02,486245.41,643511.1147841484,193577.73467013042,837088.8494542788
STR_003,2024-01-03,517835.26,616867.7879980208,193577.73467013042,810445.5226681512
STR_003,2024-01-04,465242.13,610734.9214068986,193577.73467013042,804312.6560770291
STR_003,2024-01-05,647706.52,884659.5128026507,193577.73467013042,1078237.2474727812
STR_003,2024-01-06,954324.52,1017033.9474764403,193577.73467013042,1210611.6821465706
STR_003,2024-01-07,781125.05,858550.7728495033,193577.73467013042,1052128.5075196337
STR_003,2024-01-08,427578.80000000005,423734.35177708894,193577.73467013042,617312.0864472194
STR_003,2024-01-09,465294.17,445724.23386084224,193577.73467013042,639301.9685309727
STR_003,2024-01-10,510767.43,468305.3463412731,193577.73467013042,661883.0810114036
STR_003,2024-01-11,585162.99,556369.3761503418,193577.73467013042,749947.1108204722
STR_003,2024-01-12,582200.68,633097.2233582806,193577.73467013042,826674.958028411
STR_003,2024-01-13,664323.29,829291.8268309378,193577.73467013042,1022869.5615010682
STR_003,2024-01-14,770909.16,761342.6015563095,193577.73467013042,954920.3362264399
STR_003,2024-01-15,608732.01,546486.2376571746,193577.73467013042,740063.972327305
STR_003,2024-01-16,421885.05,442163.71995493496,193577.73467013042,635741.4546250654
STR_003,2024-01-17,487766.64,462142.09398535517,193577.73467013042,655719.8286554855
STR_003,2024-01-18,470690.69,504607.4538640643,193577.73467013042,698185.1885341947
STR_003,2024-01-19,533518.5800000001,706450.2135782618,193577.73467013042,900027.9482483922
STR_003,2024-01-20,1006699.11,793541.6311130525,193577.73467013042,987119.3657831829
STR_003,2024-01-21,718328.6599999999,717182.5107360334,193577.73467013042,910760.2454061639
STR_003,2024-01-22,412668.07,433489.6847903995,193577.73467013042,627067.4194605299
STR_003,2024-01-23,524878.14,482371.9428658116,193577.73467013042,675949.677535942
STR_003,2024-01-24,415996.77,502505.57487625343,193577.73467013042,696083.3095463838
STR_003,2024-01-25,427502.91000000003,448442.11345664423,193577.73467013042,642019.8481267747
STR_003,2024-01-26,437093.72,564846.4935437007,193577.73467013042,758424.2282138311
STR_003,2024-01-27,816843.74,894533.4191823106,193577.73467013042,1088111.1538524409
STR_003,2024-01-28,648518.24,688894.018189212,193577.73467013042,882471.7528593424
STR_003,2024-01-29,529870.51,479909.67436480965,193577.73467013042,673487.4090349401
STR_003,2024-01-30,502308.15,489533.08142874873,193577.73467013042,683110.8160988791
STR_003,2024-01-31,714874.5,550169.2345222572,193577.73467013042,743746.9691923877
STR_003,2024-02-01,603044.83,492759.054715879,193577.73467013042,686336.7893860094
STR_003,2024-02-02,581886.79,569861.4923199763,193577.73467013042,763439.2269901067
STR_003,2024-02-03,766783.76,752436.7846860089,193577.73467013042,946014.5193561394
STR_003,2024-02-04,815483.5499999999,736284.0589798117,193577.73467013042,929861.7936499421
STR_003,2024-02-05,196833.88,273168.7802778675,193577.73467013042,466746.51494799793
STR_003,2024-02-06,444506.13,422692.4167508006,193577.73467013042,616270.1514209311
STR_003,2024-02-07,460524.54,442816.56108550116,193577.73467013042,636394.2957556315
STR_003,2024-02-08,371343.6,513037.6995948312,193577.73467013042,706615.4342649616
STR_003,2024-02-09,667016.6,573209.8386329972,193577.73467013042,766787.5733031277
STR_003,2024-02-10,466090.69,772608.9945876086,193577.73467013042,966186.729257739
STR_003,2024-02-11,654633.21,695165.5800935777,193577.73467013042,888743.3147637082
STR_003,2024-02-12,478995.51,455206.1729890736,193577.73467013042,648783.907659204
STR_003,2024-02-13,520920.7,424590.4898823777,193577.73467013042,618168.2245525081
STR_003,2024-02-14,628534.61,516014.9442952469,193577.73467013042,709592.6789653774
STR_003,2024-02-15,559619.89,606989.5166365533,193577.73467013042,800567.2513066838
STR_003,2024-02-16,534369.09,567615.1353446372,193577.73467013042,761192.8700147676
STR_003,2024-02-17,750624.75,800094.0735414466,193577.73467013042,993671.808211577
STR_003,2024-02-18,749982.45,618135.2919054285,193577.73467013042,811713.0265755589
STR_003,2024-02-19,396800.84,466494.886397741,193577.73467013042,660072.6210678713
STR_003,2024-02-20,518903.03,494613.68947280594,193577.73467013042,688191.4241429364
STR_003,2024-02-21,347701.27,451072.36893673317,193577.73467013042,644650.1036068636
STR_003,2024-02-22,589014.47,498716.78377163433,193577.73467013042,692294.5184417648
STR_003,2024-02-23,581042.54,634731.531834593,193577.73467013042,828309.2665047235
STR_003,2024-02-24,748099.18,725568.626519593,193577.73467013042,919146.3611897234
STR_003,2024-02-25,764919.59,762964.4808297983,193577.73467013042,956542.2154999287
STR_003,2024-02-26,472508.0,476280.3163772699,193577.73467013042,669858.0510474003
STR_003,2024-02-27,500761.51,487536.48839578853,193577.73467013042,681114.223065919
STR_003,2024-02-28,571715.06,524227.6717879032,193577.73467013042,717805.4064580336
STR_003,2024-02-29,633050.03,651627.9375484702,193577.73467013042,845205.6722186006
STR_004,2023-12-01,1264758.4100000001,983999.9706807017,200612.21606368583,1184612.1867443875
STR_004,2023-12-02,911936.38,1204923.1048123315,200612.21606368583,1405535.3208760172
STR_004,2023-12-03,951836.07,1008530.9114065935,200612.21606368583,1209143.1274702793
STR_004,2023-12-04,750895.6699999999,671745.9507113403,200612.21606368583,872358.1667750261
STR_004,2023-12-05,552500.3200000001,648100.8456860791,200612.21606368583,848713.061749765
STR_004,2023-12-06,822701.54,746529.7387397717,200612.21606368583,947141.9548034575
STR_004,2023-12-07,840485.8200000001,853954.6185947094,200612.21606368583,1054566.8346583953
STR_004,2023-12-08,1149355.37,978527.2593601745,200612.21606368583,1179139.4754238604
STR_004,2023-12-09,1370406.07,1186472.6737171044,200612.21606368583,1387084.88978079
STR_004,2023-12-10,897055.6,1003703.4992051282,200612.21606368583,1204315.715268814
STR_004,2023-12-11,762037.18,721398.3899321686,200612.21606368583,922010.6059958545
STR_004,2023-12-12,1176231.54,926682.82996615,200612.21606368583,1127295.046029836
STR_004,2023-12-13,765513.43,753920.1682815186,200612.21606368583,954532.3843452045
STR_004,2023-12-14,757481.23,852793.9993712914,200612.21606368583,1053406.2154349773
STR_004,2023-12-15,1681055.75,1338233.497637372,200612.21606368583,1538845.7137010577
STR_004,2023-12-16,1144127.46,1315001.3017850243,200612.21606368583,1515613.51784871
STR_004,2023-12-17,1386175.87,1193235.4392229563,200612.21606368583,1393847.6552866423
STR_004,2023-12-18,798174.63,767175.7263306476,200612.21606368583,967787.9423943334
STR_004,2023-12-19,881901.31,934243.3675552801,200612.21606368583,1134855.583618966
STR_004,2023-12-20,1002223.4,809249.6423092714,200612.21606368583,1009861.8583729572
STR_004,2023-12-21,921161.08,860870.2677514354,200612.21606368583,1061482.4838151212
STR_004,2023-12-22,1148752.2,1183713.3383585187,200612.21606368583,1384325.5544222044
STR_004,2023-12-23,1485004.11,1298015.9442508041,200612.21606368583,1498628.16031449
STR_004,2023-12-24,2760692.74,1256451.0940757422,200612.21606368583,1457063.310139428
STR_004,2023-12-25,2043635.35,1126409.5756786116,200612.21606368583,1327021.7917422974
STR_004,2023-12-26,1023844.14,1014862.3774924022,200612.21606368583,1215474.593556088
STR_004,2023-12-27,932297.94,990769.6751100317,200612.21606368583,1191381.8911737176
STR_004,2023-12-28,1167495.5,984868.3440798093,200612.21606368583,1185480.560143495
STR_004,2023-12-29,1359029.79,1275559.736072071,200612.21606368583,1476171.9521357566
STR_004,2023-12-30,1655003.0,1294943.8581918958,200612.21606368583,1495556.0742555815
STR_004,2023-12-31,3615272.68,1403389.4330821452,200612.21606368583,1604001.649145831
STR_004,2024-01-01,177853.38,238502.272813276,200612.21606368583,439114.48887696187
STR_004,2024-01-02,212343.75,559290.598233823,200612.21606368583,759902.8142975088
STR_004,2024-01-03,510420.56,649792.4576550942,200612.21606368583,850404.67371878
STR_004,2024-01-04,288330.03,614673.9302468408,200612.21606368583,815286.1463105266
STR_004,2024-01-05,745676.9299999999,1022769.0451749392,200612.21606368583,1223381.261238625
STR_004,2024-01-06,832357.12,1113664.1752049725,200612.21606368583,1314276.3912686585
STR_004,2024-01-07,776349.65,875322.1180144377,200612.21606368583,1075934.3340781236
STR_004,2024-01-08,420967.41000000003,477781.479517424,200612.21606368583,678393.6955811098
STR_004,2024-01-09,387820.13,486702.34566199925,200612.21606368583,687314.5617256851
STR_004,2024-01-10,532809.98,538930.3282040674,200612.21606368583,739542.5442677533
STR_004,2024-01-11,542503.5900000001,519946.9330917562,200612.21606368583,720559.149155442
STR_004,2024-01-12,649085.17,751927.6589434928,200612.21606368583,952539.8750071786
STR_004,2024-01-13,807845.23,872087.7429845774,200612.21606368583,1072699.9590482633
STR_004,2024-01-14,681737.21,746930.4091708541,200612.21606368583,947542.62523454
STR_004,2024-01-15,627078.6,642883.5983758628,200612.21606368583,843495.8144395486
STR_004,2024-01-16,418573.28,406695.57178342046,200612.21606368583,607307.7878471063
STR_004,2024-01-17,521279.1,475469.86967745033,200612.21606368583,676082.0857411362
STR_004,2024-01-18,368461.69,488786.8257997496,200612.21606368583,689399.0418634354
STR_004,2024-01-19,555776.91,613525.3179324024,200612.21606368583,814137.5339960882
STR_004,2024-01-20,753027.49,834148.1715935693,200612.21606368583,1034760.3876572552
STR_004,2024-01-21,703244.86,690800.483127762,200612.21606368583,891412.6991914478
STR_004,2024-01-22,398049.74,402702.9390524313,200612.21606368583,603315.1551161171
STR_004,2024-01-23,356403.22,394114.84039987536,200612.21606368583,594727.0564635613
STR_004,2024-01-24,441823.64,482268.231147651,200612.21606368583,682880.4472113368
STR_004,2024-01-25,576946.9400000001,495620.31032272585,200612.21606368583,696232.5263864116
STR_004,2024-01-26,612465.93,683698.7794094416,200612.21606368583,884310.9954731275
